variety_id,variety_slug,category,companion_name,relationship,reason
426,tiny-tim,tomato,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
426,tiny-tim,tomato,Oregano,beneficial,Repels many pests and may enhance tomato flavor
426,tiny-tim,tomato,Lettuce,beneficial,Provides ground cover and efficient use of garden space
426,tiny-tim,tomato,Black Walnut,harmful,Releases juglone toxin that causes tomato wilt and stunted growth
426,tiny-tim,tomato,Fennel,harmful,Inhibits growth of tomatoes through allelopathic compounds
426,tiny-tim,tomato,Brassicas,harmful,Compete for nutrients and may stunt tomato growth
426,tiny-tim,tomato,Corn,harmful,"Both attract corn earworm/tomato hornworm, creating pest problems"
427,bell-pepper-golden-california-wonder,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
427,bell-pepper-golden-california-wonder,pepper,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
427,bell-pepper-golden-california-wonder,pepper,Tomato,beneficial,Similar growing requirements and can share space efficiently
427,bell-pepper-golden-california-wonder,pepper,Oregano,beneficial,Repels cucumber beetles and provides ground cover to retain soil moisture
427,bell-pepper-golden-california-wonder,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on pepper pests
427,bell-pepper-golden-california-wonder,pepper,Carrots,beneficial,Improve soil structure and don't compete for nutrients at same soil level
427,bell-pepper-golden-california-wonder,pepper,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
427,bell-pepper-golden-california-wonder,pepper,Chives,beneficial,Repels aphids and may help deter larger pests like rabbits
427,bell-pepper-golden-california-wonder,pepper,Black Walnut,harmful,Releases juglone toxin that stunts pepper growth and causes wilting
427,bell-pepper-golden-california-wonder,pepper,Fennel,harmful,Inhibits growth of peppers through allelopathic compounds
427,bell-pepper-golden-california-wonder,pepper,Brassicas,harmful,Heavy nitrogen feeders that compete directly with peppers for nutrients
430,sweet-pepper-lipstick,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
430,sweet-pepper-lipstick,pepper,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
430,sweet-pepper-lipstick,pepper,Tomato,beneficial,Similar growing requirements and can share support structures
430,sweet-pepper-lipstick,pepper,Oregano,beneficial,Repels pests like cucumber beetles and provides ground cover
430,sweet-pepper-lipstick,pepper,Carrots,beneficial,Loosens soil around pepper roots and doesn't compete for nutrients
430,sweet-pepper-lipstick,pepper,Onions,beneficial,"Repels aphids, thrips, and other soft-bodied insects"
430,sweet-pepper-lipstick,pepper,Nasturtiums,beneficial,Acts as trap crop for aphids and cucumber beetles
430,sweet-pepper-lipstick,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
430,sweet-pepper-lipstick,pepper,Fennel,harmful,Releases allelopathic compounds that inhibit pepper growth
430,sweet-pepper-lipstick,pepper,Black Walnut,harmful,Produces juglone toxin that stunts or kills pepper plants
430,sweet-pepper-lipstick,pepper,Brassicas,harmful,Compete for similar nutrients and may stunt pepper growth
432,bell-pepper-yellow-bell,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
432,bell-pepper-yellow-bell,pepper,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
432,bell-pepper-yellow-bell,pepper,Tomato,beneficial,Similar growing requirements and can share trellising systems
432,bell-pepper-yellow-bell,pepper,Oregano,beneficial,Repels aphids and provides ground cover to retain soil moisture
432,bell-pepper-yellow-bell,pepper,Carrots,beneficial,Different root depths allow efficient space use without competition
432,bell-pepper-yellow-bell,pepper,Onions,beneficial,"Repel aphids, thrips, and other pests with sulfur compounds"
432,bell-pepper-yellow-bell,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
432,bell-pepper-yellow-bell,pepper,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
432,bell-pepper-yellow-bell,pepper,Fennel,harmful,Allelopathic compounds inhibit growth of peppers and most vegetables
432,bell-pepper-yellow-bell,pepper,Black Walnut,harmful,Produces juglone toxin that causes wilting and stunted growth in peppers
432,bell-pepper-yellow-bell,pepper,Brassicas,harmful,Compete for similar nutrients and may stunt pepper growth
435,sweet-pepper-chocolate-beauty,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
435,sweet-pepper-chocolate-beauty,pepper,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
435,sweet-pepper-chocolate-beauty,pepper,Tomato,beneficial,Similar growing requirements and can share space efficiently
435,sweet-pepper-chocolate-beauty,pepper,Oregano,beneficial,Repels cucumber beetles and provides ground cover to retain soil moisture
435,sweet-pepper-chocolate-beauty,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on pepper pests
435,sweet-pepper-chocolate-beauty,pepper,Carrots,beneficial,Deep taproot improves soil structure without competing for nutrients
435,sweet-pepper-chocolate-beauty,pepper,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
435,sweet-pepper-chocolate-beauty,pepper,Chives,beneficial,Repels aphids and may improve pepper growth and flavor
435,sweet-pepper-chocolate-beauty,pepper,Fennel,harmful,Produces allelopathic compounds that inhibit pepper growth and development
435,sweet-pepper-chocolate-beauty,pepper,Black Walnut,harmful,Releases juglone toxin that causes stunting and wilting in pepper plants
435,sweet-pepper-chocolate-beauty,pepper,Brassicas,harmful,Compete heavily for nutrients and may stunt pepper growth through root competition
437,bell-pepper-red-knight,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps that control pepper pests
437,bell-pepper-red-knight,pepper,Nasturtiums,beneficial,Act as trap crops for aphids and cucumber beetles while repelling whiteflies
437,bell-pepper-red-knight,pepper,Fennel,harmful,Produces allelopathic compounds that inhibit pepper growth and development
437,bell-pepper-red-knight,pepper,Black Walnut,harmful,Releases juglone toxin that causes wilting and stunted growth in peppers
437,bell-pepper-red-knight,pepper,Brassicas,harmful,Compete heavily for nutrients and may stunt pepper growth due to different soil pH preferences
437,bell-pepper-red-knight,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
437,bell-pepper-red-knight,pepper,Tomatoes,beneficial,Share similar growing conditions and can help shade pepper roots from intense sun
437,bell-pepper-red-knight,pepper,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies with their strong scent"
437,bell-pepper-red-knight,pepper,Oregano,beneficial,Deters pests like aphids and spider mites while attracting beneficial insects
437,bell-pepper-red-knight,pepper,Carrots,beneficial,Help break up soil for pepper root development and don't compete for nutrients
437,bell-pepper-red-knight,pepper,Onions,beneficial,"Repel aphids, thrips, and other pests that commonly attack peppers"
441,sweet-pepper-purple-flash,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
441,sweet-pepper-purple-flash,pepper,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
441,sweet-pepper-purple-flash,pepper,Tomato,beneficial,Similar growing requirements and can share trellising systems effectively
441,sweet-pepper-purple-flash,pepper,Oregano,beneficial,Repels pests like aphids and provides ground cover to retain soil moisture
441,sweet-pepper-purple-flash,pepper,Carrots,beneficial,Utilize different soil depths and carrots help break up compacted soil
441,sweet-pepper-purple-flash,pepper,Onions,beneficial,"Strong scent deters aphids, spider mites, and other common pepper pests"
441,sweet-pepper-purple-flash,pepper,Nasturtiums,beneficial,Act as trap crops for aphids and cucumber beetles while attracting beneficial insects
441,sweet-pepper-purple-flash,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps that control pests
441,sweet-pepper-purple-flash,pepper,Black Walnut,harmful,Produces juglone toxin that stunts growth and can kill pepper plants
441,sweet-pepper-purple-flash,pepper,Fennel,harmful,Releases allelopathic compounds that inhibit growth of peppers and most vegetables
441,sweet-pepper-purple-flash,pepper,Brassicas,harmful,Compete for similar nutrients and may stunt pepper growth through root competition
448,bell-pepper-sweet-chocolate,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
448,bell-pepper-sweet-chocolate,pepper,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural pest-repelling compounds"
448,bell-pepper-sweet-chocolate,pepper,Tomato,beneficial,"Similar growing requirements and can share space efficiently, mutual pest confusion"
448,bell-pepper-sweet-chocolate,pepper,Oregano,beneficial,Repels aphids and spider mites while attracting beneficial predatory insects
448,bell-pepper-sweet-chocolate,pepper,Carrots,beneficial,Loose soil around carrots improves pepper root aeration and water drainage
448,bell-pepper-sweet-chocolate,pepper,Onions,beneficial,"Strong scent deters aphids, thrips, and spider mites that commonly attack peppers"
448,bell-pepper-sweet-chocolate,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps that control pepper pests
448,bell-pepper-sweet-chocolate,pepper,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, protecting peppers"
448,bell-pepper-sweet-chocolate,pepper,Fennel,harmful,Releases allelopathic compounds that inhibit pepper growth and development
448,bell-pepper-sweet-chocolate,pepper,Brassicas,harmful,Compete for similar nutrients and may attract flea beetles that can damage pepper plants
448,bell-pepper-sweet-chocolate,pepper,Walnut Trees,harmful,Produce juglone toxin that causes wilting and stunted growth in pepper plants
450,sweet-pepper-bull-s-horn,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
450,sweet-pepper-bull-s-horn,pepper,Tomatoes,beneficial,Share similar growing conditions and can help deter certain pests when grown together
450,sweet-pepper-bull-s-horn,pepper,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies while attracting beneficial insects"
450,sweet-pepper-bull-s-horn,pepper,Oregano,beneficial,"Deters aphids, spider mites, and provides ground cover to retain soil moisture"
450,sweet-pepper-bull-s-horn,pepper,Carrots,beneficial,"Help break up soil and don't compete for nutrients, while peppers provide light shade"
450,sweet-pepper-bull-s-horn,pepper,Onions,beneficial,"Repel aphids, thrips, and other pests that commonly attack peppers"
450,sweet-pepper-bull-s-horn,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps that control pepper pests
450,sweet-pepper-bull-s-horn,pepper,Nasturtiums,beneficial,Act as trap crops for aphids and cucumber beetles while repelling squash bugs
450,sweet-pepper-bull-s-horn,pepper,Fennel,harmful,Releases allelopathic compounds that inhibit pepper growth and development
450,sweet-pepper-bull-s-horn,pepper,Brassicas,harmful,Compete heavily for nutrients and can stunt pepper growth due to different soil pH preferences
450,sweet-pepper-bull-s-horn,pepper,Walnut Trees,harmful,Produce juglone which is toxic to peppers and can cause wilting and death
452,bell-pepper-rainbow-bell,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
452,bell-pepper-rainbow-bell,pepper,Marigolds,beneficial,"Deters nematodes, aphids, and whiteflies with natural pest-repelling compounds"
452,bell-pepper-rainbow-bell,pepper,Tomatoes,beneficial,"Similar growing requirements and can share support structures, though keep adequate spacing"
452,bell-pepper-rainbow-bell,pepper,Oregano,beneficial,Repels cucumber beetles and provides ground cover to retain soil moisture
452,bell-pepper-rainbow-bell,pepper,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps that control aphids
452,bell-pepper-rainbow-bell,pepper,Carrots,beneficial,"Loose soil from carrot growth improves drainage, and carrots don't compete for nutrients"
452,bell-pepper-rainbow-bell,pepper,Nasturtiums,beneficial,Acts as trap crop for aphids and cucumber beetles while attracting predatory insects
452,bell-pepper-rainbow-bell,pepper,Chives,beneficial,Repels aphids and may help improve pepper growth and disease resistance
452,bell-pepper-rainbow-bell,pepper,Fennel,harmful,Allelopathic properties inhibit growth of peppers and most other garden vegetables
452,bell-pepper-rainbow-bell,pepper,Black Walnut,harmful,Produces juglone toxin that causes wilting and death in peppers and other nightshades
452,bell-pepper-rainbow-bell,pepper,Brassicas,harmful,Heavy feeders that compete for nutrients and may stunt pepper growth and fruit production
457,bell-pepper-king-of-the-north,pepper,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving pepper flavor"
457,bell-pepper-king-of-the-north,pepper,Tomatoes,beneficial,"Similar growing requirements and can share space efficiently, mutual pest deterrence"
457,bell-pepper-king-of-the-north,pepper,Marigolds,beneficial,"Repel nematodes, aphids, and whiteflies with their strong scent"
457,bell-pepper-king-of-the-north,pepper,Oregano,beneficial,Deters pests like aphids and spider mites while attracting beneficial insects
457,bell-pepper-king-of-the-north,pepper,Onions,beneficial,"Repel aphids, thrips, and other pests that commonly attack peppers"
457,bell-pepper-king-of-the-north,pepper,Carrots,beneficial,Help break up soil for pepper roots and don't compete for nutrients
457,bell-pepper-king-of-the-north,pepper,Parsley,beneficial,Attracts beneficial insects like parasitic wasps that control pepper pests
457,bell-pepper-king-of-the-north,pepper,Nasturtiums,beneficial,"Act as trap crops for aphids and cucumber beetles, protecting peppers"
457,bell-pepper-king-of-the-north,pepper,Fennel,harmful,Produces allelopathic compounds that inhibit pepper growth and development
457,bell-pepper-king-of-the-north,pepper,Black Walnut,harmful,Releases juglone toxin that causes wilting and stunted growth in peppers
457,bell-pepper-king-of-the-north,pepper,Brassicas,harmful,Compete for similar nutrients and may stunt pepper growth through root competition
537,cherokee-purple-bean,bean,Marigold,beneficial,"Repels Mexican bean beetles and aphids, reduces nematode populations in soil"
537,cherokee-purple-bean,bean,Corn,beneficial,"Provides natural trellis support for climbing beans, part of Three Sisters planting method"
537,cherokee-purple-bean,bean,Squash,beneficial,"Large leaves suppress weeds and retain soil moisture, completes Three Sisters companion trio"
537,cherokee-purple-bean,bean,Carrots,beneficial,"Beans fix nitrogen in soil which carrots utilize, carrots help loosen soil for bean roots"
537,cherokee-purple-bean,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, repels bean beetles"
537,cherokee-purple-bean,bean,Summer Savory,beneficial,"Repels bean beetles and aphids, may improve bean flavor when grown nearby"
537,cherokee-purple-bean,bean,Rosemary,beneficial,"Strong scent deters bean beetles, Mexican bean beetles, and carrot flies"
537,cherokee-purple-bean,bean,Radish,beneficial,"Quick-growing crop that breaks up soil, harvested before beans need full space"
537,cherokee-purple-bean,bean,Onion,harmful,Stunts bean growth and reduces yields through root competition and allelopathic compounds
537,cherokee-purple-bean,bean,Garlic,harmful,Inhibits bean germination and growth through sulfur compounds released by roots
537,cherokee-purple-bean,bean,Sunflower,harmful,"Allelopathic chemicals inhibit bean growth, competes heavily for nutrients and water"
538,gold-rush-bush-bean,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, repels bean beetles"
538,gold-rush-bush-bean,bean,Carrots,beneficial,"Beans fix nitrogen that carrots need, carrots don't compete for space"
538,gold-rush-bush-bean,bean,Radishes,beneficial,Break up soil for bean roots and mature quickly before beans need full space
538,gold-rush-bush-bean,bean,Lettuce,beneficial,Provides ground cover and benefits from nitrogen fixed by beans
538,gold-rush-bush-bean,bean,Summer Savory,beneficial,Repels bean beetles and may improve bean flavor and growth
538,gold-rush-bush-bean,bean,Marigold,beneficial,Repels Mexican bean beetles and aphids while attracting beneficial insects
538,gold-rush-bush-bean,bean,Corn,beneficial,Beans fix nitrogen for corn's heavy feeding needs
538,gold-rush-bush-bean,bean,Cucumber,beneficial,Benefits from nitrogen fixed by beans and doesn't compete for nutrients
538,gold-rush-bush-bean,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation through root compounds
538,gold-rush-bush-bean,bean,Garlic,harmful,Allelopathic compounds can stunt bean growth and reduce yields
538,gold-rush-bush-bean,bean,Sunflower,harmful,Allelopathic effects inhibit bean germination and growth
539,purple-podded-pole-bean,bean,Summer Squash,beneficial,"Part of Three Sisters planting, large leaves suppress weeds and retain moisture"
539,purple-podded-pole-bean,bean,Marigolds,beneficial,Repel Mexican bean beetles and other harmful insects
539,purple-podded-pole-bean,bean,Nasturtiums,beneficial,Act as trap crop for aphids and cucumber beetles
539,purple-podded-pole-bean,bean,Carrots,beneficial,"Different root depths avoid competition, beans provide nitrogen for carrots"
539,purple-podded-pole-bean,bean,Radishes,beneficial,"Break up soil for bean roots, mature quickly before beans need space"
539,purple-podded-pole-bean,bean,Corn,beneficial,"Provides natural trellis support, beans fix nitrogen for corn"
539,purple-podded-pole-bean,bean,Catnip,beneficial,Repels flea beetles and ants that can damage bean plants
539,purple-podded-pole-bean,bean,Rosemary,beneficial,Deters Mexican bean beetles and carrot rust flies
539,purple-podded-pole-bean,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation by root bacteria
539,purple-podded-pole-bean,bean,Garlic,harmful,Allelopathic compounds can stunt bean growth and development
539,purple-podded-pole-bean,bean,Sunflowers,harmful,Compete for nutrients and can release growth-inhibiting chemicals
540,black-valentine-bush-bean,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, deters bean beetles"
540,black-valentine-bush-bean,bean,Carrots,beneficial,Helps loosen soil for bean roots and doesn't compete for nitrogen
540,black-valentine-bush-bean,bean,Corn,beneficial,Provides natural support structure and benefits from nitrogen fixation
540,black-valentine-bush-bean,bean,Summer Squash,beneficial,"Large leaves provide ground cover and moisture retention, part of Three Sisters planting"
540,black-valentine-bush-bean,bean,Cucumber,beneficial,Compatible root systems and both benefit from similar growing conditions
540,black-valentine-bush-bean,bean,Radishes,beneficial,Quick harvest doesn't compete long-term and helps break up soil
540,black-valentine-bush-bean,bean,Rosemary,beneficial,Repels bean beetles and other pests with aromatic compounds
540,black-valentine-bush-bean,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation through allelopathic compounds
540,black-valentine-bush-bean,bean,Garlic,harmful,May stunt bean growth and interfere with beneficial rhizobia bacteria
540,black-valentine-bush-bean,bean,Sunflowers,harmful,Allelopathic effects can reduce bean germination and growth
540,black-valentine-bush-bean,bean,Marigold,beneficial,"Repels Mexican bean beetles, aphids, and nematodes while attracting beneficial insects"
541,yellow-romano-pole-bean,bean,Corn,beneficial,"Provides natural trellis support for climbing beans, classic Three Sisters companion"
541,yellow-romano-pole-bean,bean,Squash,beneficial,"Ground cover reduces weeds and retains moisture, completes Three Sisters planting"
541,yellow-romano-pole-bean,bean,Carrots,beneficial,"Beans improve soil nitrogen for carrots, carrots help break up soil for bean roots"
541,yellow-romano-pole-bean,bean,Radishes,beneficial,Quick-growing radishes break up soil and are harvested before beans need full space
541,yellow-romano-pole-bean,bean,Marigolds,beneficial,"Repel bean beetles, aphids, and other harmful insects"
541,yellow-romano-pole-bean,bean,Nasturtiums,beneficial,"Act as trap crop for aphids and cucumber beetles, repel bean pests"
541,yellow-romano-pole-bean,bean,Cucumber,beneficial,"Beans provide nitrogen that cucumbers need, compatible growing requirements"
541,yellow-romano-pole-bean,bean,Lettuce,beneficial,"Beans provide light shade for cool-season lettuce, efficient space usage"
541,yellow-romano-pole-bean,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation ability
541,yellow-romano-pole-bean,bean,Garlic,harmful,Allelopathic compounds may stunt bean growth and reduce yields
541,yellow-romano-pole-bean,bean,Fennel,harmful,Inhibits growth of beans through allelopathic compounds
541,yellow-romano-pole-bean,bean,Sunflowers,harmful,Allelopathic effects can reduce bean germination and growth
542,bush-kentucky-wonder,bean,Marigolds,beneficial,"Repel Mexican bean beetles and aphids, reduce nematode populations"
542,bush-kentucky-wonder,bean,Nasturtiums,beneficial,"Act as trap crop for aphids and cucumber beetles, repel bean beetles"
542,bush-kentucky-wonder,bean,Carrots,beneficial,Improve soil structure and don't compete for nitrogen that beans fix
542,bush-kentucky-wonder,bean,Radishes,beneficial,"Break up compacted soil, mature quickly without competing for space"
542,bush-kentucky-wonder,bean,Lettuce,beneficial,"Benefits from nitrogen fixed by beans, provides ground cover"
542,bush-kentucky-wonder,bean,Spinach,beneficial,"Utilizes nitrogen fixed by beans, different root depth prevents competition"
542,bush-kentucky-wonder,bean,Summer Savory,beneficial,"Repels bean beetles and aphids, may improve bean flavor"
542,bush-kentucky-wonder,bean,Catnip,beneficial,Deters Mexican bean beetles and aphids through natural compounds
542,bush-kentucky-wonder,bean,Onions,harmful,May inhibit bean growth through allelopathic compounds in root zone
542,bush-kentucky-wonder,bean,Garlic,harmful,Can stunt bean growth due to sulfur compounds released into soil
542,bush-kentucky-wonder,bean,Fennel,harmful,Inhibits growth of beans through allelopathic chemicals released by roots
543,henderson-lima-bush,bean,Carrots,beneficial,"Improve soil structure and don't compete for nutrients, beans provide nitrogen carrots need"
543,henderson-lima-bush,bean,Corn,beneficial,"Provides natural support structure for beans, beans fix nitrogen for corn"
543,henderson-lima-bush,bean,Marigolds,beneficial,"Repel Mexican bean beetles, aphids, and other harmful insects"
543,henderson-lima-bush,bean,Summer Squash,beneficial,"Large leaves provide ground cover and moisture retention, part of Three Sisters planting"
543,henderson-lima-bush,bean,Nasturtiums,beneficial,"Act as trap crop for aphids and cucumber beetles, repel bean beetles"
543,henderson-lima-bush,bean,Radishes,beneficial,"Break up soil for better root development, harvest before beans need space"
543,henderson-lima-bush,bean,Catnip,beneficial,Repels flea beetles and ants that can damage bean plants
543,henderson-lima-bush,bean,Rosemary,beneficial,Deters Mexican bean beetles and carrot rust flies
543,henderson-lima-bush,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation through root secretions
543,henderson-lima-bush,bean,Sunflowers,harmful,Allelopathic compounds inhibit bean germination and growth
543,henderson-lima-bush,bean,Fennel,harmful,Inhibits growth of most garden plants including beans through allelopathy
544,tendercrop-bush-bean,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
544,tendercrop-bush-bean,bean,Basil,beneficial,"Repels aphids, thrips, and flies while potentially improving bean flavor"
544,tendercrop-bush-bean,bean,Carrots,beneficial,Loosens soil for bean roots and doesn't compete for nutrients
544,tendercrop-bush-bean,bean,Cucumber,beneficial,"Beans fix nitrogen that cucumbers can utilize, compatible root systems"
544,tendercrop-bush-bean,bean,Radish,beneficial,Quick-growing crop that breaks up soil and deters bean beetles
544,tendercrop-bush-bean,bean,Summer Squash,beneficial,Beans provide nitrogen while squash provides ground cover to retain moisture
544,tendercrop-bush-bean,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, attracts beneficial insects"
544,tendercrop-bush-bean,bean,Corn,beneficial,Provides natural support structure for climbing varieties and benefits from nitrogen fixation
544,tendercrop-bush-bean,bean,Onion,harmful,Can inhibit bean growth and nitrogen fixation through root secretions
544,tendercrop-bush-bean,bean,Garlic,harmful,Stunts bean growth and interferes with beneficial rhizobia bacteria
544,tendercrop-bush-bean,bean,Sunflower,harmful,Allelopathic compounds inhibit bean germination and growth
545,yard-long-bean,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
545,yard-long-bean,bean,Basil,beneficial,"Repels aphids, spider mites, and thrips that commonly attack beans"
545,yard-long-bean,bean,Corn,beneficial,Provides natural support structure for climbing beans while beans fix nitrogen for corn
545,yard-long-bean,bean,Cucumber,beneficial,Compatible growth habits and beans improve soil nitrogen for cucumbers
545,yard-long-bean,bean,Radish,beneficial,Breaks up soil for bean roots and deters cucumber beetles
545,yard-long-bean,bean,Nasturtium,beneficial,Acts as trap crop for aphids and bean beetles while attracting beneficial predators
545,yard-long-bean,bean,Summer Squash,beneficial,Ground cover reduces weeds and retains moisture for bean roots
545,yard-long-bean,bean,Catnip,beneficial,"Repels aphids, ants, and flea beetles that damage bean plants"
545,yard-long-bean,bean,Onion,harmful,Inhibits bean growth and nitrogen fixation through root secretions
545,yard-long-bean,bean,Garlic,harmful,Stunts bean growth and interferes with beneficial rhizobia bacteria
545,yard-long-bean,bean,Fennel,harmful,Produces allelopathic compounds that inhibit bean germination and growth
546,french-filet-bean-maxibel,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
546,french-filet-bean-maxibel,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, repels bean beetles"
546,french-filet-bean-maxibel,bean,Carrots,beneficial,"Loosens soil for bean roots, beans fix nitrogen for carrots"
546,french-filet-bean-maxibel,bean,Radishes,beneficial,"Breaks up compacted soil, deters bean root fly, quick harvest before beans mature"
546,french-filet-bean-maxibel,bean,Summer Savory,beneficial,"Repels bean beetles and aphids, may improve bean flavor and growth"
546,french-filet-bean-maxibel,bean,Corn,beneficial,"Provides natural trellis support, beans fix nitrogen for corn"
546,french-filet-bean-maxibel,bean,Lettuce,beneficial,"Utilizes space efficiently, beans provide partial shade, shallow roots don't compete"
546,french-filet-bean-maxibel,bean,Rosemary,beneficial,"Repels bean beetles, carrot flies, and cabbage moths"
546,french-filet-bean-maxibel,bean,Onions,harmful,Inhibits bean growth and nitrogen fixation through root secretions
546,french-filet-bean-maxibel,bean,Garlic,harmful,Stunts bean growth and interferes with nitrogen-fixing bacteria
546,french-filet-bean-maxibel,bean,Sunflower,harmful,Allelopathic compounds inhibit bean germination and growth
547,black-turtle-bush-bean,bean,Marigold,beneficial,"Repels Mexican bean beetles and nematodes, attracts beneficial insects"
547,black-turtle-bush-bean,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, repels bean beetles"
547,black-turtle-bush-bean,bean,Corn,beneficial,Provides natural support structure for climbing beans in Three Sisters planting
547,black-turtle-bush-bean,bean,Summer Squash,beneficial,"Ground cover reduces weeds, part of traditional Three Sisters companion planting"
547,black-turtle-bush-bean,bean,Carrots,beneficial,"Beans fix nitrogen which carrots need, carrots don't compete for same soil space"
547,black-turtle-bush-bean,bean,Radishes,beneficial,"Break up soil for bean roots, mature quickly before beans need full space"
547,black-turtle-bush-bean,bean,Cucumber,beneficial,Both benefit from similar growing conditions and beans provide nitrogen
547,black-turtle-bush-bean,bean,Rosemary,beneficial,Repels bean beetles and other pests with strong aromatic oils
547,black-turtle-bush-bean,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation by soil bacteria
547,black-turtle-bush-bean,bean,Garlic,harmful,Allelopathic compounds can stunt bean growth and reduce yields
547,black-turtle-bush-bean,bean,Sunflower,harmful,"Competes heavily for nutrients and water, can shade out beans"
548,early-contender-bush-bean,bean,Marigold,beneficial,"Repels Mexican bean beetles and aphids, attracts beneficial insects"
548,early-contender-bush-bean,bean,Basil,beneficial,"Repels aphids, thrips, and spider mites while improving bean flavor"
548,early-contender-bush-bean,bean,Carrots,beneficial,Loosen soil for bean roots and don't compete for nitrogen
548,early-contender-bush-bean,bean,Corn,beneficial,Provides natural trellis support and beans fix nitrogen for corn
548,early-contender-bush-bean,bean,Summer Squash,beneficial,Large leaves provide living mulch and shade for bean roots
548,early-contender-bush-bean,bean,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
548,early-contender-bush-bean,bean,Lettuce,beneficial,Benefits from nitrogen fixed by beans and provides ground cover
548,early-contender-bush-bean,bean,Rosemary,beneficial,Repels Mexican bean beetles and carrot flies
548,early-contender-bush-bean,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation
548,early-contender-bush-bean,bean,Sunflowers,harmful,Allelopathic chemicals can stunt bean growth
548,early-contender-bush-bean,bean,Fennel,harmful,Inhibits growth through allelopathic compounds
549,lima-king-of-the-garden-pole,bean,Corn,beneficial,"Provides natural pole support for climbing beans, classic three sisters companion"
549,lima-king-of-the-garden-pole,bean,Marigolds,beneficial,"Repel bean beetles and nematodes, reduce pest damage"
549,lima-king-of-the-garden-pole,bean,Carrots,beneficial,"Beans fix nitrogen in soil that carrots utilize, carrots don't compete for space"
549,lima-king-of-the-garden-pole,bean,Radishes,beneficial,"Break up soil for bean roots, mature quickly before beans need full space"
549,lima-king-of-the-garden-pole,bean,Nasturtiums,beneficial,Attract beneficial insects and act as trap crop for aphids and cucumber beetles
549,lima-king-of-the-garden-pole,bean,Summer Savory,beneficial,Repels bean beetles and may improve bean flavor and growth
